"Date","Plugin","Bayesian","Equal_Weight"
2017-05-01,3.91400736205837,4.04400288260602,4.13417550848726
2017-06-01,4.01305967030674,4.15061348463034,4.20951364414674
2017-07-01,4.23995666708522,4.34616976686366,4.2948168795617
2017-08-01,4.30460480162451,4.37028414530654,4.27083087435995
2017-09-01,4.37719843692573,4.47850441586827,4.41514635554382
2017-10-01,4.79385405685946,4.83223413121713,4.53791614794905
2017-11-01,4.95955097784529,5.01630825604998,4.70910394499306
2017-12-01,4.84521722335525,4.95340230703485,4.80102733497279
2018-01-01,5.67250007805744,5.71269238295205,5.109846913238
2018-02-01,5.54438928951956,5.58106700385285,4.84097315673432
2018-03-01,5.25375210358313,5.3224688041014,4.69856258089644
2018-04-01,5.47079080165435,5.51405756996816,4.75139164069796
2018-05-01,5.81115334710086,5.85636336707629,4.88093048768639
2018-06-01,5.80001352334312,5.86902504981067,4.88418204767815
2018-07-01,5.99339635816722,6.12179703891521,5.1697720795993
2018-08-01,6.60403088324892,6.70599860055546,5.34168743178671
2018-09-01,6.62354930016329,6.74786248448027,5.43620803300433
2018-10-01,5.80969169803357,5.98017940873375,5.06616020653076
2018-11-01,5.76983103613206,5.99054410527235,5.15149775978622
2018-12-01,5.18229375486451,5.43635299213956,4.71571789352517
2019-01-01,5.49720137018806,5.74000160679516,5.10746605664459
2019-02-01,5.42730360948838,5.82210103847443,5.27754135209118
2019-03-01,5.66388687541037,6.04360864620807,5.3951769465965
2019-04-01,5.48486473556607,5.96864819573285,5.64004264329358
2019-05-01,5.1553793174625,5.60354234139297,5.19100916804261
2019-06-01,5.38361223305093,5.90519172949792,5.64548170500115
2019-07-01,5.4964461391971,6.03939658679669,5.74277931166027
2019-08-01,5.44084492046405,6.02862308199352,5.59897718914753
2019-09-01,5.33490414182598,5.94895517403206,5.7380382923856
2019-10-01,5.39841000837204,6.0680542789659,5.86403380802886
2019-11-01,5.60991370535195,6.2923276577255,6.11633360004675
2019-12-01,5.94335521766838,6.61796659696475,6.33303210010364
2020-01-01,6.15633994440828,6.77303330995376,6.23988628684878
2020-02-01,5.89746538953024,6.45753987008891,5.64951870457773
2020-03-01,5.76570567306941,6.29265724128955,4.90113155676902
2020-04-01,6.50740600963451,7.12464326212242,5.50120937822072
2020-05-01,6.82209790772268,7.41640817714644,5.69816414701272
2020-06-01,7.26474341639717,7.7607673210768,5.81904908536346
2020-07-01,7.48123039278683,8.19787326460384,6.03945228255411
2020-08-01,8.36322333948451,9.08613485495509,6.47996171288715
2020-09-01,8.06576720202074,8.93354531081819,6.30290696853986
2020-10-01,7.70979802220244,8.52379985906947,6.07893775111074
2020-11-01,8.33446258568149,9.19615062371348,7.04290415932698
2020-12-01,8.32730026336314,9.28037891944601,7.37609664132566
2021-01-01,8.3811016312494,9.34997100702453,7.26950778795787
2021-02-01,8.36400949688493,9.34896530546842,7.67912905875038
2021-03-01,8.19004280625143,9.40165371379483,8.11725693036414
2021-04-01,8.62549897382113,9.76830110586969,8.39039893696319
2021-05-01,8.71940778229716,10.0478920626341,8.64778964042281
2021-06-01,9.60559013182362,10.8344154970308,8.82851013053386
2021-07-01,10.0389934811424,11.270248801006,8.9371441080772
2021-08-01,10.6902930031414,11.8603636507536,9.11982396367006
2021-09-01,9.93351077292763,11.1209493228897,8.86436113346988
2021-10-01,11.5387846093797,12.5371253211986,9.47561379579044
2021-11-01,12.0070084152927,13.1039146284187,9.44649424270043
2021-12-01,12.3837155831447,13.7113826169292,9.83066444416146
2022-01-01,11.2189409756596,12.5297770668103,9.67494274899584
2022-02-01,10.9806416951073,12.2890449596319,9.44005327362567
2022-03-01,11.6397289827067,13.1222167611264,9.6353009358524
2022-04-01,10.6898087435934,12.3540494649886,8.95249684877763
2022-05-01,10.3886088843494,12.0195564283693,9.16657990600923
2022-06-01,10.1666534111485,11.6911679071467,8.35902362182306
2022-07-01,10.8206140434515,12.5045472699973,9.14358656296179
2022-08-01,10.1922753649174,11.8434777909407,8.83291665749931
2022-09-01,9.67810492701677,11.2657212954256,7.99015505992375
2022-10-01,10.4394713609922,12.288265750853,9.02641196936187
2022-11-01,11.0027493685742,12.9598081535539,9.70394264489654
2022-12-01,10.3408041993869,12.3560868096776,9.23173920968604
2023-01-01,10.1330355048456,12.2676555431941,9.8251476064278
2023-02-01,9.50180641769001,11.6982118986169,9.4980618596652
2023-03-01,10.2887685094304,12.5414018940169,9.7642556519069
2023-04-01,11.1217246063565,13.4359220695794,9.96376469908163
2023-05-01,11.3590991805337,13.5979044536639,9.81017235927558
2023-06-01,12.2536222765237,14.4507507333863,10.4128445195686
2023-07-01,12.3785512233812,14.439716152481,10.8459530046289
2023-08-01,13.4894742915051,15.1516185793635,10.5568006258276
2023-09-01,12.7903985802153,14.4941759254914,10.1570752472783
2023-10-01,13.0056322890031,14.7404843571542,9.88965149057993
2023-11-01,13.843101909322,15.6286272826947,10.7581088979959
2023-12-01,13.7561128208628,15.7475081247826,11.3751226723854
2024-01-01,15.1326567217559,17.02455971905,11.475303531972
2024-02-01,16.9397938813358,18.6039153327464,12.0313857979212
2024-03-01,17.5299023443919,19.2451289388934,12.6048959413016
2024-04-01,17.3687830628428,18.9581357983918,12.1320043546069
2024-05-01,18.7892338465074,20.2956434855175,12.5568755992683
2024-06-01,20.2502719522217,21.5222048219342,12.7116311102486
2024-07-01,19.2192315393014,20.853648684553,12.9918509729379
2024-08-01,21.0521444729536,22.6403840905718,13.2460167139765
2024-09-01,20.5523770450656,22.4900692328024,13.4907370898464
2024-10-01,20.0954555659557,21.9566313571139,13.273812447148
2024-11-01,20.6681552351059,22.9696927745756,14.1086790021214
2024-12-01,19.2801682813055,21.6057362465079,13.3945904384799
2025-01-01,20.1522271417234,22.5180642083312,14.0053779462531
2025-02-01,20.9164217501953,23.2769029131839,14.1049619163079
2025-03-01,19.0941429563492,21.6849356055607,13.368130118321
2025-04-01,18.8990718293009,21.5013114978397,12.7841556539926
2025-05-01,19.1317601807692,21.7935707252582,13.3998291325811
2025-06-01,20.3883095669409,22.8657697250055,14.3459948693395
2025-07-01,19.9240144204332,22.530781598699,14.4383068169345
2025-08-01,19.852966686673,22.5298813049515,15.051981912108
2025-09-01,21.0266594204883,23.6347689228818,15.4243603268906
2025-10-01,22.3566875963256,24.844098988977,15.9901610977465
2025-11-01,23.5602562102291,26.1194659466218,16.0541304881502
2025-12-01,24.0146336700846,26.6051899318465,16.2333488959733
