"Metric","Plug_in","Bayesian","Equal_Weight"
"Annualised Return (%)",16.6830464909447,17.1180622553168,15.6186361294917
"Annualised Volatility (%)",16.9540177525918,15.1687971925067,15.5471901205856
"Sharpe Ratio",0.984017283360122,1.12850491954451,1.00459542903585
"Max Drawdown (%)",-43.9052869166545,-41.6160009804483,-46.0833804164247
"Avg Turnover",0.219892648430475,0.165054842181741,0.0473279347823124
