"kappa0","Sharpe","Return","Vol","Turnover"
5,0.996007700147319,0.170018773482905,0.17070026010618,0.236317701979084
10,1.00538425873283,0.166371464917997,0.165480475224158,0.231897515458328
25,1.01688121604038,0.156865640174148,0.154261518159383,0.215601884883722
50,1.02369102851591,0.146550220480088,0.143158644940503,0.191180558556123
100,0.998067766771162,0.132161006931813,0.132416867202681,0.160313274113495
